,weather_type,date,PRCP,TMAX,TMIN
15,,2000-01-16,0.0,8.522222222222224,-8.511111111111111
16,,2000-01-17,0.03333333333333333,-0.3111111111111109,-6.48888888888889
17,,2000-01-18,0.4,-0.6222222222222222,-4.622222222222223
18,,2000-01-19,1.75,1.7222222222222223,-7.155555555555555
19,,2000-01-20,7.1899999999999995,-3.5333333333333337,-20.23333333333333
20,,2000-01-21,0.0,-9.877777777777778,-19.87777777777778
21,,2000-01-22,1.15,-5.555555555555555,-15.0
22,,2000-01-23,0.5,-2.088888888888889,-13.633333333333333
23,,2000-01-24,0.0,-5.2555555555555555,-20.62222222222222
24,,2000-01-25,0.03,-1.5555555555555556,-15.922222222222224
25,,2000-01-26,0.03,-4.811111111111112,-18.266666666666666
26,,2000-01-27,0.0,-7.000000000000001,-18.5375
27,,2000-01-28,0.0,-5.066666666666666,-17.16666666666667
28,,2000-01-29,0.69,-4.0,-12.788888888888888
29,,2000-01-30,3.6799999999999997,-3.577777777777778,-8.266666666666666
30,,2000-01-31,0.1,-3.3222222222222224,-14.255555555555556
31,,2000-02-01,0.0,-2.411111111111111,-12.833333333333334
32,,2000-02-02,0.0,-1.1222222222222225,-13.211111111111114
33,,2000-02-03,0.0,3.4444444444444446,-5.355555555555555
34,,2000-02-04,0.3444444444444444,1.4666666666666666,-6.322222222222222
35,,2000-02-05,0.05,-0.1111111111111111,-9.511111111111113
36,,2000-02-06,0.0,2.6500000000000004,-5.125
37,,2000-02-07,0.0,3.8777777777777778,-6.111111111111111
38,,2000-02-08,0.0,2.7222222222222223,-10.255555555555556
39,,2000-02-09,0.0,6.733333333333333,-3.466666666666667
40,,2000-02-10,0.0,7.522222222222222,-1.9222222222222223
41,,2000-02-11,0.0,0.4222222222222223,-9.011111111111111
42,,2000-02-12,0.38,-1.6666666666666667,-8.333333333333332
43,,2000-02-13,1.2222222222222223,0.8374999999999999,-6.625
44,,2000-02-14,1.1,-0.5666666666666667,-6.18888888888889
45,,2000-02-15,0.03,3.711111111111111,-4.333333333333334
46,,2000-02-16,0.0,8.455555555555556,-7.199999999999999
47,,2000-02-17,0.05,0.911111111111111,-6.066666666666666
48,,2000-02-18,10.919999999999998,-0.011111111111111146,-4.0777777777777775
49,,2000-02-19,7.35,-1.5111111111111108,-7.466666666666667
50,,2000-02-20,0.0,0.17777777777777776,-11.300000000000002
51,,2000-02-21,0.0,6.3,-7.088888888888889
52,,2000-02-22,0.0,12.944444444444445,0.7555555555555551
53,,2000-02-23,0.22999999999999998,15.988888888888889,5.98888888888889
54,,2000-02-24,6.159999999999999,14.988888888888887,7.111111111111111
55,,2000-02-25,4.119999999999999,14.988888888888887,6.844444444444445
56,,2000-02-26,13.9,17.466666666666665,5.188888888888889
57,,2000-02-27,0.8400000000000001,12.544444444444443,0.48888888888888893
58,,2000-02-28,0.0,14.21111111111111,-0.6222222222222222
59,,2000-02-29,0.79,17.222222222222218,2.3333333333333335
60,,2000-03-01,5.8,14.33333333333333,0.6111111111111112
61,,2000-03-02,0.0,8.877777777777778,-3.2666666666666666
62,,2000-03-03,0.0,8.266666666666666,-3.2
63,,2000-03-04,0.0,12.166666666666666,-2.411111111111111
64,,2000-03-05,0.0,19.88888888888889,1.1111111111111112
65,,2000-03-06,0.0,20.988888888888887,3.144444444444444
66,,2000-03-07,0.0,23.288888888888888,6.733333333333333
67,,2000-03-08,0.05,24.96666666666667,12.1
68,,2000-03-09,0.03,19.811111111111114,-0.36666666666666664
69,,2000-03-10,0.06,6.288888888888888,-2.3444444444444446
70,,2000-03-11,0.06,4.511111111111111,-4.877777777777777
71,,2000-03-12,0.0,7.122222222222224,-4.4444444444444455
72,,2000-03-13,0.29000000000000004,9.088888888888889,-2.088888888888889
73,,2000-03-14,0.05,11.8,-1.1111111111111112
74,,2000-03-15,0.8700000000000001,13.333333333333334,1.4777777777777774
75,,2000-03-16,1.14,8.277777777777779,-5.566666666666666
76,,2000-03-17,0.0,5.011111111111112,-7.388888888888889
77,,2000-03-18,1.47,5.566666666666666,-3.4000000000000004
78,,2000-03-19,4.044444444444444,2.277777777777778,-0.811111111111111
79,,2000-03-20,3.63,3.5888888888888895,0.3666666666666667
80,,2000-03-21,0.57,7.355555555555556,2.655555555555555
81,,2000-03-22,0.0,10.677777777777777,4.866666666666667
82,,2000-03-23,0.03,15.933333333333334,4.744444444444444
83,,2000-03-24,2.59,19.266666666666666,7.477777777777778
84,,2000-03-25,0.32999999999999996,18.333333333333332,3.4000000000000004
85,,2000-03-26,0.0,18.522222222222226,1.3666666666666663
86,,2000-03-27,1.27,19.066666666666666,1.1777777777777778
87,,2000-03-28,0.06,14.622222222222222,-2.911111111111111
88,,2000-03-29,0.0,12.222222222222223,-3.2666666666666666
89,,2000-03-30,0.0,14.712500000000002,-0.42499999999999993
90,,2000-03-31,0.0,16.855555555555554,0.36666666666666675
91,,2000-04-01,0.39,16.855555555555558,3.7777777777777777
92,,2000-04-02,0.59,13.2,1.488888888888889
93,,2000-04-03,0.0,16.799999999999997,2.522222222222222
94,,2000-04-04,0.03,10.81111111111111,-2.344444444444444
95,,2000-04-05,0.0,16.41111111111111,-1.8444444444444446
96,,2000-04-06,0.0,26.855555555555558,2.9
97,,2000-04-07,5.1899999999999995,15.933333333333334,2.655555555555555
98,,2000-04-08,5.43,8.755555555555555,-5.066666666666666
99,,2000-04-09,0.0,10.81111111111111,-0.18888888888888886
100,,2000-04-10,0.45999999999999996,13.533333333333335,2.9111111111111105
101,,2000-04-11,3.9899999999999998,7.033333333333333,1.8555555555555558
102,,2000-04-12,0.0,8.833333333333334,-3.4
103,,2000-04-13,0.0,15.133333333333333,-0.25555555555555565
104,,2000-04-14,0.0,22.599999999999998,6.299999999999999
105,,2000-04-15,0.0,25.233333333333334,5.922222222222222
106,,2000-04-16,0.9099999999999999,14.811111111111112,5.0
107,,2000-04-17,8.889999999999999,10.61111111111111,2.7777777777777777
108,,2000-04-18,0.03,12.4,3.2888888888888888
109,,2000-04-19,10.47,20.87777777777778,6.000000000000001
110,,2000-04-20,15.709999999999999,20.566666666666663,8.088888888888889
111,,2000-04-21,14.41,13.377777777777778,1.9333333333333331
112,,2000-04-22,0.13,19.944444444444443,2.1666666666666665
113,,2000-04-23,0.0,21.8,6.422222222222222
114,,2000-04-24,1.02,19.744444444444447,5.7333333333333325
115,,2000-04-25,0.0,19.83333333333333,4.199999999999999
116,,2000-04-26,0.0,21.711111111111112,3.8444444444444446
117,,2000-04-27,1.94,21.544444444444444,9.144444444444444
118,,2000-04-28,0.9199999999999999,19.511111111111106,8.755555555555555
119,,2000-04-29,0.38,19.688888888888886,4.944444444444444
120,,2000-04-30,0.0,21.41111111111111,6.477777777777778
121,,2000-05-01,0.39,24.633333333333333,10.81111111111111
122,,2000-05-02,0.38,23.077777777777776,6.544444444444444
123,,2000-05-03,0.0,25.366666666666664,9.822222222222221
124,,2000-05-04,0.0,26.488888888888887,12.41111111111111
125,,2000-05-05,0.0,28.08888888888889,13.777777777777779
126,,2000-05-06,0.0,28.011111111111113,14.877777777777778
127,,2000-05-07,1.52,28.07777777777778,15.855555555555558
128,,2000-05-08,3.2299999999999995,28.56666666666667,16.477777777777778
129,,2000-05-09,5.029999999999999,20.855555555555554,10.555555555555555
130,,2000-05-10,10.74,18.822222222222226,6.677777777777777
131,,2000-05-11,1.6799999999999997,25.255555555555556,11.18888888888889
132,,2000-05-12,2.08,30.625,14.925000000000002
133,,2000-05-13,0.08,20.077777777777776,4.922222222222222
134,,2000-05-14,0.0,16.544444444444444,3.266666666666666
135,,2000-05-15,0.27999999999999997,21.244444444444444,6.422222222222222
136,,2000-05-16,1.48,23.144444444444446,9.18888888888889
137,,2000-05-17,0.8899999999999999,24.511111111111116,14.833333333333334
138,,2000-05-18,11.44,23.95555555555556,13.333333333333334
139,,2000-05-19,7.95,19.93333333333333,6.422222222222222
140,,2000-05-20,0.0,17.222222222222218,7.277777777777778
