date,TMIN_Illinois,TMIN_Indiana,TMIN_Nebraska,TMIN_Ohio,TMIN_Iowa,TMAX_Illinois,TMAX_Indiana,TMAX_Nebraska,TMAX_Ohio,TMAX_Iowa,Season,Year,Month
2006-08-31,15.55,16.462500000000002,11.2,17.157142857142855,13.644444444444444,24.0875,23.5625,25.657142857142855,23.25714285714286,25.63333333333333,Summer,2006,8
2006-09-01,15.975,16.8125,11.02,15.328571428571427,13.06,24.9375,22.3625,22.9,21.585714285714282,24.71,Fall,2006,9
2006-09-02,14.6375,14.437499999999998,4.36,13.7,14.622222222222225,24.2375,21.6,20.66,19.08333333333333,24.81111111111111,Fall,2006,9
2006-09-03,13.8875,11.05,4.54,12.614285714285714,14.0,24.6625,23.0625,20.7,18.1,23.28,Fall,2006,9
2006-09-04,13.4625,11.249999999999998,4.68,11.866666666666665,12.05,24.5375,23.26250000000001,22.22,20.483333333333334,22.17,Fall,2006,9
2006-09-05,14.225,11.675,5.7600000000000025,11.9,11.9,23.675,22.85,24.34,22.3,23.529999999999994,Fall,2006,9
2006-09-06,13.337500000000002,11.05,6.88,12.866666666666667,12.51,25.13750000000001,23.75,26.68,22.86666666666667,26.5,Fall,2006,9
2006-09-07,13.687500000000002,11.6125,8.879999999999997,12.471428571428573,12.839999999999998,27.375000000000004,26.1125,27.64,25.1,27.95,Fall,2006,9
2006-09-08,14.25,12.4875,7.2200000000000015,13.014285714285714,13.34,28.7375,26.8,27.0,25.857142857142854,28.56,Fall,2006,9
2006-09-09,15.125000000000005,13.4125,11.66,13.885714285714286,14.01,28.5375,27.8375,23.2,26.985714285714288,27.53,Fall,2006,9
2006-09-10,15.35,14.712500000000002,11.9,13.7,14.330000000000002,24.287500000000005,27.57500000000001,18.22,27.085714285714282,20.66,Fall,2006,9
2006-09-11,15.4125,14.7125,10.2,13.571428571428573,14.01,23.3375,22.8625,18.34,24.042857142857148,18.76,Fall,2006,9
2006-09-12,15.9,15.6875,6.9,13.657142857142858,12.78,22.625,23.475,22.44,24.0,18.46,Fall,2006,9
2006-09-13,13.812500000000002,14.925,6.540000000000001,16.4,10.66,20.4875,22.5,27.92,19.816666666666666,19.11,Fall,2006,9
2006-09-14,11.95,14.925,10.42,14.2,9.61,21.725,20.625,30.1,21.11428571428572,23.44,Fall,2006,9
2006-09-15,11.75,11.675,12.56,13.085714285714287,10.71,25.075,22.7125,28.32,21.6,25.829999999999995,Fall,2006,9
2006-09-16,13.275,11.5875,9.88,11.666666666666664,15.07777777777778,26.1125,25.2125,25.0,20.557142857142857,27.41111111111111,Fall,2006,9
2006-09-17,15.2625,12.2875,1.88,12.785714285714285,14.822222222222226,28.0625,26.4625,22.78,23.800000000000004,28.622222222222234,Fall,2006,9
2006-09-18,12.0125,14.175,2.88,13.328571428571431,8.222222222222221,26.8625,27.57500000000001,18.44,27.385714285714286,21.411111111111108,Fall,2006,9
2006-09-19,7.862499999999999,8.0625,-1.02,10.55714285714286,7.4222222222222225,19.175,19.7375,16.56,23.414285714285718,14.555555555555555,Fall,2006,9
2006-09-20,4.5875,6.875000000000001,2.4833333333333334,8.133333333333335,2.4222222222222225,15.9,16.175,20.1,18.95,15.07777777777778,Fall,2006,9
2006-09-21,5.7625,4.375,4.166666666666667,5.628571428571428,7.1000000000000005,18.05,17.0875,18.516666666666666,16.014285714285716,18.22222222222221,Fall,2006,9
2006-09-22,11.1125,6.675,7.966666666666666,5.65,11.233333333333333,21.5875,19.4375,12.966666666666667,18.966666666666665,20.12222222222222,Fall,2006,9
2006-09-23,14.5875,13.1875,6.1999999999999975,12.616666666666667,10.544444444444446,23.7,20.3625,13.15,20.08333333333333,21.288888888888884,Fall,2006,9
2006-09-24,11.2,12.0125,2.3833333333333333,14.37142857142857,10.544444444444443,20.625,20.9,15.833333333333336,22.92857142857143,19.366666666666667,Fall,2006,9
2006-09-25,8.0,6.725,3.0500000000000003,7.614285714285713,7.210000000000003,20.275,19.5875,20.45,20.771428571428565,21.26,Fall,2006,9
2006-09-26,8.05,7.212499999999999,3.333333333333333,8.242857142857144,7.660000000000001,23.35,22.375,24.516666666666666,20.62857142857143,23.830000000000005,Fall,2006,9
2006-09-27,8.675,8.7625,4.099999999999999,9.671428571428573,9.23,22.975,24.5875,24.0,22.385714285714283,24.34,Fall,2006,9
2006-09-28,7.9875000000000025,8.75,-1.5666666666666669,9.285714285714286,5.5,19.525,22.6375,18.9,21.514285714285712,17.720000000000006,Fall,2006,9
2006-09-29,5.8874999999999975,3.95,3.3166666666666664,5.857142857142858,5.8400000000000025,15.699999999999998,16.537499999999998,21.116666666666664,14.5,17.459999999999994,Fall,2006,9
2006-09-30,7.437500000000001,8.4125,3.3333333333333326,6.1000000000000005,7.51,17.9125,17.287499999999998,26.3,16.116666666666667,21.22,Fall,2006,9
2006-10-01,8.05,6.725,4.6000000000000005,7.1000000000000005,8.566666666666668,23.6125,20.975,29.350000000000005,17.8375,25.92222222222223,Fall,2006,10
2006-10-02,11.3875,8.4125,5.4499999999999975,7.7875,14.27,27.6375,25.15,30.466666666666665,21.675,30.28,Fall,2006,10
2006-10-03,16.3125,13.675,8.7,11.05,16.44,29.8,26.6625,29.55,22.8375,31.099999999999994,Fall,2006,10
2006-10-04,15.1375,15.0,7.033333333333334,13.612499999999995,14.66,29.1,28.8375,23.68333333333333,26.1875,29.84,Fall,2006,10
2006-10-05,9.9875,10.775,3.783333333333333,9.5875,9.11,22.685714285714283,24.8,20.816666666666666,22.025,18.06,Fall,2006,10
2006-10-06,5.1375,3.875,5.283333333333332,4.342857142857143,4.44,17.725,16.375,24.55,14.628571428571426,19.06,Fall,2006,10
2006-10-07,3.875,3.1875,8.066666666666668,4.9875,5.340000000000002,18.887500000000006,17.3625,28.33333333333333,16.599999999999998,21.380000000000006,Fall,2006,10
2006-10-08,5.7625,3.875,5.2,4.6571428571428575,8.620000000000001,22.2125,21.025,20.56,19.828571428571426,24.21,Fall,2006,10
2006-10-09,7.574999999999997,6.1,3.44,7.637499999999997,8.95,23.675,24.2875,9.0,24.362500000000004,21.65,Fall,2006,10
2006-10-10,9.35,9.45,2.66,10.2125,7.56,20.4875,24.6,9.233333333333334,25.2125,14.93,Fall,2006,10
2006-10-11,7.9875,10.625,0.0,11.2,4.8900000000000015,15.15,20.15,7.300000000000002,20.785714285714285,11.83,Fall,2006,10
2006-10-12,-0.4125000000000001,-0.425,-4.8,1.475,-1.88,11.1,15.3625,8.616666666666667,15.637499999999998,8.099999999999998,Fall,2006,10
2006-10-13,-0.8375000000000001,-0.85,-5.366666666666666,-0.4125,-2.0,8.637499999999998,8.2,11.483333333333334,7.850000000000001,8.45,Fall,2006,10
